listing_id,price,nbhood_full,State
18648243,75,Manhattan, Harlem
18649105,90,Queens, Astoria
18649351,400,Brooklyn, Williamsburg
18649806,62,Queens, Astoria
18649822,287,Manhattan, Gramercy
18650087,200,Manhattan, Harlem
18650569,58,Brooklyn, Williamsburg
18652220,325,Brooklyn, Williamsburg
18664875,475,Brooklyn, Gowanus
18666975,80,Queens, Jamaica
18667956,70,Brooklyn, Bushwick
18668571,150,Brooklyn, Bushwick
18669496,50,Staten Island, Stapleton
18671835,44,Queens, East Elmhurst
18676837,135,Manhattan, Hell's Kitchen
18683879,150,Manhattan, Murray Hill
18688150,60,Manhattan, Harlem
18689454,145,Brooklyn, Bushwick
18690466,45,Bronx, Tremont
18690921,110,Manhattan, Little Italy
18691948,80,Manhattan, Washington Heights
18692028,325,Brooklyn, Downtown Brooklyn
18704413,200,Brooklyn, Brooklyn Heights
18705087,180,Manhattan, Hell's Kitchen
18706173,160,Brooklyn, Bedford-Stuyvesant
18715285,147,Brooklyn, Crown Heights
18718195,110,Manhattan, Roosevelt Island
18719129,60,Queens, Rego Park
18719526,165,Brooklyn, Park Slope
18719762,150,Queens, Glendale
18721209,60,Bronx, Wakefield
18721341,90,Brooklyn, Crown Heights
18729143,52,Brooklyn, Williamsburg
18729985,150,Brooklyn, Sunset Park
18731029,40,Manhattan, Upper West Side
18731641,95,Manhattan, Harlem
18732648,50,Brooklyn, Williamsburg
18735631,184,Brooklyn, Bushwick
18736436,99,Brooklyn, Bedford-Stuyvesant
18736455,137,Brooklyn, Bedford-Stuyvesant
18736484,49,Queens, Rosedale
18737053,39,Queens, Ozone Park
18737220,59,Brooklyn, Kensington
18737235,229,Brooklyn, Clinton Hill
18738138,125,Manhattan, East Harlem
18745141,39,Brooklyn, Crown Heights
18750505,120,Manhattan, East Harlem
18751687,100,Brooklyn, Williamsburg
18752307,195,Manhattan, Harlem
18753645,150,Brooklyn, Prospect Heights
18755777,40,Staten Island, Port Richmond
18758370,150,Brooklyn, South Slope
18763188,295,Manhattan, Upper West Side
18766576,50,Manhattan, Washington Heights
18767695,80,Brooklyn, Prospect-Lefferts Gardens
18767961,80,Brooklyn, Vinegar Hill
18770418,238,Queens, Forest Hills
18771633,100,Queens, Springfield Gardens
18772198,265,Manhattan, Gramercy
18776908,160,Manhattan, East Village
18778024,100,Queens, Long Island City
18783614,250,Brooklyn, Williamsburg
18785035,77,Brooklyn, Carroll Gardens
18785349,180,Brooklyn, Bushwick
18787858,150,Manhattan, Murray Hill
18787950,150,Brooklyn, Crown Heights
18789373,165,Brooklyn, Williamsburg
18789421,125,Brooklyn, Bedford-Stuyvesant
18790004,150,Manhattan, East Village
18791570,53,Brooklyn, South Slope
18793633,299,Manhattan, Greenwich Village
18794243,55,Brooklyn, Bushwick
18794680,65,Brooklyn, Bushwick
18795229,70,Queens, Rego Park
18795447,55,Bronx, Mount Eden
18803064,63,Brooklyn, Bushwick
18806323,250,Queens, Arverne
18809063,85,Brooklyn, Crown Heights
18812153,150,Manhattan, Murray Hill
18812330,64,Brooklyn, Williamsburg
18813227,31,Brooklyn, Flatbush
18822775,90,Brooklyn, Flatbush
18823516,130,Manhattan, Chinatown
18823774,160,Manhattan, Upper East Side
18824754,50,Brooklyn, Sheepshead Bay
18826104,73,Brooklyn, Bushwick
18826197,85,Brooklyn, Greenpoint
18826370,89,Brooklyn, East Flatbush
18828846,49,Staten Island, Emerson Hill
18836337,55,Brooklyn, Brownsville
18836532,119,Brooklyn, Bath Beach
18837073,85,Brooklyn, Crown Heights
18837416,350,Manhattan, West Village
18838643,76,Manhattan, SoHo
18838909,46,Brooklyn, Canarsie
18840683,79,Brooklyn, Crown Heights
18840735,205,Manhattan, SoHo
18840866,190,Manhattan, Upper East Side
18842507,135,Manhattan, Financial District
18847331,49,Manhattan, Washington Heights
18848869,51,Manhattan, Harlem
18849349,149,Manhattan, Chelsea
18852200,75,Manhattan, East Village
18852245,55,Manhattan, Harlem
18853435,54,Queens, Long Island City
18855694,142,Manhattan, Nolita
18855750,50,Queens, Flushing
18855980,50,Queens, East Elmhurst
18856302,109,Brooklyn, Crown Heights
18857790,40,Brooklyn, Gravesend
18858192,99,Queens, Glendale
18858761,125,Queens, Astoria
18867401,250,Manhattan, Upper East Side
18869692,90,Brooklyn, Williamsburg
18870016,80,Manhattan, Lower East Side
18871571,150,Manhattan, Lower East Side
18871734,250,Brooklyn, Williamsburg
18872858,75,Bronx, Baychester
18874640,148,Manhattan, Upper East Side
18875426,77,Brooklyn, Williamsburg
18875512,118,Manhattan, Gramercy
18876580,60,Queens, Astoria
18877341,100,Brooklyn, Bushwick
18877694,50,Queens, Flushing
18878093,65,Brooklyn, Williamsburg
18878260,245,Brooklyn, Carroll Gardens
18888212,40,Queens, Kew Gardens Hills
18890521,299,Brooklyn, Bedford-Stuyvesant
18891508,67,Brooklyn, East Flatbush
18894145,80,Brooklyn, Williamsburg
18896540,45,Staten Island, West Brighton
18896824,119,Brooklyn, Williamsburg
18897119,60,Queens, Flushing
18898808,25,Brooklyn, Bushwick
18902729,98,Queens, Flushing
18908083,137,Brooklyn, Bushwick
18908212,70,Brooklyn, Bushwick
18908490,200,Manhattan, Upper West Side
18908638,50,Brooklyn, Borough Park
18908676,45,Brooklyn, Bushwick
18914656,66,Queens, Flushing
18914730,95,Bronx, Throgs Neck
18915658,70,Brooklyn, Williamsburg
18916381,265,Brooklyn, Sunset Park
18916610,44,Brooklyn, East Flatbush
18917540,100,Queens, Long Island City
18917771,123,Brooklyn, Bensonhurst
18922939,100,Manhattan, Harlem
18924273,50,Brooklyn, Canarsie
18924446,75,Queens, Elmhurst
18924938,225,Brooklyn, Bedford-Stuyvesant
18926057,51,Brooklyn, Bedford-Stuyvesant
18929965,88,Manhattan, Upper East Side
18931423,70,Brooklyn, East Flatbush
18933994,90,Manhattan, Chelsea
18934728,55,Manhattan, Washington Heights
18935148,175,Queens, Forest Hills
18935508,199,Manhattan, Harlem
18942119,145,Manhattan, Midtown
18942358,105,Brooklyn, Park Slope
18943821,45,Brooklyn, Bushwick
18944834,115,Manhattan, Upper East Side
18946105,200,Brooklyn, Park Slope
18946416,200,Brooklyn, Crown Heights
18948914,1067,Brooklyn, Bedford-Stuyvesant
18949137,120,Manhattan, Morningside Heights
18956236,74,Queens, Long Island City
18957522,122,Manhattan, Midtown
18958355,71,Queens, Long Island City
18959626,138,Manhattan, Murray Hill
18960386,39,Brooklyn, Bedford-Stuyvesant
18960496,158,Manhattan, Midtown
18962916,38,Queens, Rosedale
18962999,134,Brooklyn, Bedford-Stuyvesant
18963479,70,Manhattan, Midtown
18970683,50,Brooklyn, Bushwick
18971993,79,Manhattan, East Harlem
18975097,50,Queens, Ditmars Steinway
18979981,176,Manhattan, West Village
18984088,60,Bronx, Kingsbridge
18985595,95,Brooklyn, East New York
18992110,170,Manhattan, Lower East Side
18992796,40,Bronx, University Heights
18993091,42,Brooklyn, Bensonhurst
18993398,165,Queens, Jamaica
18994394,128,Brooklyn, Sunset Park
18994641,250,Queens, Arverne
18994965,60,Queens, Astoria
18997371,85,Staten Island, Tottenville
18997559,65,Brooklyn, Bushwick
18998595,225,Brooklyn, South Slope
18999626,200,Manhattan, Hell's Kitchen
18999839,55,Queens, Fresh Meadows
19000161,180,Brooklyn, Williamsburg
19001879,115,Brooklyn, Greenpoint
19011068,99,Manhattan, Harlem
19011267,100,Manhattan, East Village
19011527,150,Manhattan, East Harlem
19012262,78,Brooklyn, Canarsie
19013218,179,Manhattan, Hell's Kitchen
19013673,49,Brooklyn, Prospect-Lefferts Gardens
19015029,85,Manhattan, Chelsea
19015592,350,Manhattan, Chelsea
19017429,80,Manhattan, Harlem
19018157,100,Queens, Glendale
19019762,49,Brooklyn, Bushwick
19027786,125,Manhattan, East Harlem
19028078,52,Brooklyn, East New York
19030149,110,Queens, Ozone Park
19032635,60,Manhattan, Washington Heights
19032888,55,Manhattan, Washington Heights
19034388,119,Brooklyn, Bushwick
19036290,80,Brooklyn, Bedford-Stuyvesant
19038815,85,Brooklyn, Bedford-Stuyvesant
19046687,61,Queens, Long Island City
19049100,150,Manhattan, Murray Hill
19049402,350,Manhattan, Battery Park City
19051760,75,Manhattan, Washington Heights
19053614,400,Brooklyn, Williamsburg
19054163,80,Brooklyn, Bedford-Stuyvesant
19054757,140,Manhattan, Financial District
19055226,101,Brooklyn, Bedford-Stuyvesant
19055440,43,Brooklyn, Bushwick
19057073,125,Brooklyn, Bedford-Stuyvesant
19057619,36,Manhattan, Inwood
19057791,49,Manhattan, Hell's Kitchen
19058691,578,Manhattan, Greenwich Village
19066476,150,Manhattan, Greenwich Village
19067757,39,Queens, Astoria
19068247,100,Brooklyn, Bushwick
19069305,50,Brooklyn, Prospect Heights
19069649,99,Manhattan, Hell's Kitchen
19069915,125,Manhattan, Midtown
19071002,29,Brooklyn, Bushwick
19072989,105,Brooklyn, Williamsburg
19073347,29,Manhattan, Lower East Side
19073637,80,Brooklyn, South Slope
19080983,104,Queens, Richmond Hill
19085402,180,Brooklyn, Williamsburg
19085711,36,Brooklyn, Bushwick
19087480,145,Manhattan, East Harlem
19087695,33,Brooklyn, Flatbush
19094427,100,Manhattan, Inwood
19094459,180,Manhattan, Upper West Side
19094871,70,Brooklyn, Bedford-Stuyvesant
19095902,300,Brooklyn, Canarsie
19099408,100,Brooklyn, Greenpoint
19099537,100,Brooklyn, Bedford-Stuyvesant
19102027,75,Brooklyn, Williamsburg
19102698,49,Queens, Astoria
19103622,65,Brooklyn, Williamsburg
19111734,50,Manhattan, East Harlem
19114014,950,Manhattan, West Village
19114715,50,Queens, Astoria
19116128,105,Brooklyn, Greenpoint
19116449,225,Manhattan, Financial District
19118963,125,Manhattan, Upper East Side
19119686,60,Bronx, Highbridge
19120316,42,Brooklyn, Bedford-Stuyvesant
19120410,130,Manhattan, Morningside Heights
19121086,109,Brooklyn, Williamsburg
19121957,90,Brooklyn, Williamsburg
19121995,89,Brooklyn, Flatlands
19122217,600,Brooklyn, Carroll Gardens
19122371,250,Manhattan, West Village
19122452,278,Manhattan, West Village
19122672,70,Queens, Elmhurst
19133220,98,Manhattan, Upper East Side
19134112,236,Manhattan, Little Italy
19135548,128,Brooklyn, Williamsburg
19135811,44,Brooklyn, Flatbush
19136705,100,Manhattan, Harlem
19138138,60,Manhattan, Harlem
19138221,349,Manhattan, Chelsea
19139564,120,Brooklyn, Park Slope
19140331,86,Queens, Arverne
19141351,40,Queens, Far Rockaway
19141428,40,Queens, Richmond Hill
19141812,52,Brooklyn, Cypress Hills
19143826,37,Brooklyn, Greenpoint
19154108,135,Manhattan, Hell's Kitchen
19155616,59,Queens, Jackson Heights
19155632,115,Brooklyn, Windsor Terrace
19156426,35,Brooklyn, Cypress Hills
19160504,55,Brooklyn, Williamsburg
19160912,70,Manhattan, Washington Heights
19161510,45,Brooklyn, Bedford-Stuyvesant
19162127,150,Brooklyn, Bushwick
19162180,150,Brooklyn, Flatbush
19162648,119,Brooklyn, South Slope
19163361,60,Manhattan, Harlem
19163623,125,Manhattan, Upper East Side
19164049,128,Manhattan, East Harlem
19164752,100,Manhattan, Washington Heights
19167933,120,Queens, Woodside
19172876,155,Manhattan, Midtown
19173391,275,Manhattan, Chelsea
19174707,200,Brooklyn, East Flatbush
19175288,135,Manhattan, Midtown
19175819,60,Brooklyn, Greenpoint
19176053,45,Brooklyn, Bushwick
19176163,99,Manhattan, East Village
19176390,219,Manhattan, Hell's Kitchen
19177262,90,Manhattan, Inwood
19177573,51,Brooklyn, Bushwick
19179372,170,Brooklyn, Bushwick
19179558,90,Manhattan, Chinatown
19179615,79,Brooklyn, Bedford-Stuyvesant
19179863,39,Brooklyn, Cypress Hills
19179961,65,Brooklyn, Cypress Hills
19180868,52,Manhattan, Harlem
19182044,399,Manhattan, Chelsea
19188025,239,Queens, Bayside
19188166,200,Queens, Bayside
19189347,110,Manhattan, Inwood
19190179,80,Brooklyn, Williamsburg
19190579,118,Manhattan, Upper East Side
19192149,100,Manhattan, Harlem
19193139,95,Manhattan, Harlem
19195537,287,Manhattan, Upper East Side
19197632,85,Queens, Elmhurst
19197983,69,Queens, Astoria
19199353,196,Manhattan, Greenwich Village
19200160,154,Brooklyn, Bedford-Stuyvesant
19200270,113,Brooklyn, Bensonhurst
19204555,45,Queens, Astoria
19206035,70,Manhattan, Upper West Side
19206550,70,Queens, Sunnyside
19212268,130,Brooklyn, Fort Greene
19212370,148,Manhattan, Upper West Side
19212378,110,Brooklyn, Bedford-Stuyvesant
19212489,87,Brooklyn, Bedford-Stuyvesant
19212985,72,Manhattan, Harlem
19219988,450,Brooklyn, Williamsburg
19221008,75,Manhattan, Upper East Side
19221072,110,Manhattan, Upper West Side
19221595,148,Brooklyn, Bushwick
19222766,122,Manhattan, Harlem
19224930,120,Manhattan, Upper East Side
19225682,200,Brooklyn, Bedford-Stuyvesant
19225880,80,Queens, Ridgewood
19226317,149,Brooklyn, Brooklyn Heights
19226897,60,Manhattan, Washington Heights
19227077,175,Manhattan, Hell's Kitchen
19227138,55,Brooklyn, Bedford-Stuyvesant
19227222,77,Manhattan, Harlem
19227365,55,Brooklyn, Bedford-Stuyvesant
19227424,50,Brooklyn, Bedford-Stuyvesant
19227532,350,Manhattan, East Harlem
19227560,100,Queens, Ridgewood
19227562,319,Manhattan, West Village
19237286,400,Manhattan, Harlem
19239282,125,Brooklyn, Carroll Gardens
19240332,200,Manhattan, Murray Hill
19241136,100,Queens, Ridgewood
19243465,120,Manhattan, East Village
19244550,199,Brooklyn, Bushwick
19245930,69,Queens, Woodhaven
19246114,350,Brooklyn, Greenpoint
19246634,93,Brooklyn, Kensington
19246662,150,Manhattan, Morningside Heights
19247214,180,Manhattan, East Village
19247235,116,Queens, Flushing
19249099,140,Manhattan, Chelsea
19250742,125,Manhattan, Harlem
19261252,425,Brooklyn, Clinton Hill
19265766,200,Brooklyn, Bedford-Stuyvesant
19265835,135,Manhattan, Harlem
19267834,32,Brooklyn, Midwood
19269676,352,Manhattan, NoHo
19271040,60,Brooklyn, Bedford-Stuyvesant
19271084,35,Brooklyn, Bushwick
19273138,60,Brooklyn, Bushwick
19274199,274,Queens, Neponsit
19274249,65,Brooklyn, Bedford-Stuyvesant
19278895,100,Brooklyn, Bedford-Stuyvesant
19280591,210,Manhattan, West Village
19281846,180,Manhattan, Harlem
19282178,165,Queens, Ditmars Steinway
19282527,225,Brooklyn, Greenpoint
19283246,90,Brooklyn, Bushwick
19288937,250,Manhattan, East Village
19289198,90,Manhattan, Chinatown
19290380,220,Manhattan, Tribeca
19294842,55,Brooklyn, East New York
19295472,225,Manhattan, Gramercy
19295652,120,Manhattan, Upper East Side
19295911,89,Brooklyn, Bushwick
19295941,40,Bronx, University Heights
19296358,69,Manhattan, Hell's Kitchen
19296503,55,Manhattan, Lower East Side
19296720,152,Manhattan, West Village
19297819,57,Queens, Jamaica
19298754,37,Brooklyn, Bedford-Stuyvesant
19304453,100,Manhattan, Hell's Kitchen
19305374,226,Brooklyn, Park Slope
19306176,60,Manhattan, Morningside Heights
19308387,150,Brooklyn, Park Slope
19308804,225,Brooklyn, East Flatbush
19309279,69,Manhattan, Lower East Side
19309355,61,Manhattan, Lower East Side
19310554,399,Brooklyn, Bushwick
19311031,90,Brooklyn, Crown Heights
19311346,60,Brooklyn, Williamsburg
19313064,200,Manhattan, Chelsea
19313483,115,Manhattan, Upper East Side
19314011,185,Manhattan, Midtown
19314589,165,Manhattan, East Village
19314671,160,Brooklyn, Greenpoint
19314909,185,Brooklyn, Greenpoint
19315254,250,Brooklyn, Williamsburg
19315654,150,Manhattan, Harlem
19317834,97,Brooklyn, East Flatbush
19319184,85,Manhattan, Roosevelt Island
19322515,550,Brooklyn, Crown Heights
19327636,100,Manhattan, East Harlem
19327822,65,Brooklyn, Bushwick
19329404,160,Brooklyn, Carroll Gardens
19329734,325,Manhattan, Kips Bay
19330704,80,Manhattan, Morningside Heights
19330743,90,Brooklyn, Canarsie
19341760,125,Brooklyn, Williamsburg
19342192,139,Brooklyn, Bedford-Stuyvesant
19343700,198,Manhattan, Upper East Side
19344750,60,Brooklyn, South Slope
19345943,162,Brooklyn, Bushwick
19346150,50,Manhattan, Morningside Heights
19346860,75,Brooklyn, East Flatbush
19347079,50,Queens, Woodside
19348588,60,Manhattan, Washington Heights
19348689,125,Manhattan, East Village
19351427,120,Queens, Long Island City
19354239,150,Brooklyn, Crown Heights
19356518,130,Brooklyn, Bedford-Stuyvesant
19359445,120,Bronx, Wakefield
19360685,300,Manhattan, Lower East Side
19361884,70,Queens, Briarwood
19362079,160,Brooklyn, Carroll Gardens
19362485,60,Queens, Briarwood
19363931,87,Brooklyn, Crown Heights
19367928,81,Brooklyn, East New York
19368455,185,Manhattan, Chelsea
19376872,191,Manhattan, NoHo
19380186,250,Manhattan, East Village
19382201,200,Manhattan, Civic Center
19382819,135,Manhattan, Upper East Side
19383510,49,Brooklyn, Williamsburg
19385072,120,Brooklyn, Bedford-Stuyvesant
19385941,120,Queens, Flushing
19386162,72,Manhattan, Roosevelt Island
19386444,150,Brooklyn, Bedford-Stuyvesant
19387402,179,Manhattan, Harlem
19387438,45,Queens, Maspeth
19387782,140,Manhattan, Lower East Side
19388198,89,Manhattan, East Harlem
19388464,55,Brooklyn, Prospect-Lefferts Gardens
19390119,124,Brooklyn, Crown Heights
19401219,165,Brooklyn, Bedford-Stuyvesant
19404654,88,Manhattan, Harlem
19404818,200,Manhattan, Tribeca
19405371,127,Manhattan, East Harlem
19407214,133,Brooklyn, East New York
19407781,69,Brooklyn, Bedford-Stuyvesant
19407992,250,Brooklyn, Williamsburg
19408027,35,Brooklyn, Crown Heights
19410180,80,Brooklyn, Williamsburg
19412207,145,Manhattan, Two Bridges
19413230,225,Manhattan, West Village
19413691,102,Manhattan, Harlem
19414323,49,Queens, Ridgewood
19414813,150,Manhattan, West Village
19415887,375,Brooklyn, Fort Greene
19424191,150,Manhattan, Murray Hill
19425570,150,Queens, Kew Gardens Hills
19428575,250,Manhattan, Roosevelt Island
19429043,36,Brooklyn, Bedford-Stuyvesant
19430063,130,Manhattan, Hell's Kitchen
19430239,50,Bronx, Williamsbridge
19439068,120,Queens, Elmhurst
19439682,79,Queens, Richmond Hill
19439790,189,Manhattan, Chelsea
19439956,250,Queens, East Elmhurst
19440004,100,Manhattan, Upper East Side
19448363,99,Manhattan, Hell's Kitchen
19449463,95,Brooklyn, Williamsburg
19450121,48,Manhattan, Washington Heights
19451978,135,Manhattan, Greenwich Village
19452119,100,Manhattan, East Harlem
19454344,150,Manhattan, Upper East Side
19455149,49,Manhattan, Chelsea
19455284,88,Brooklyn, Crown Heights
19455395,139,Brooklyn, South Slope
19457062,125,Brooklyn, Cobble Hill
19458290,85,Queens, South Ozone Park
19458462,210,Brooklyn, Clinton Hill
19459082,60,Manhattan, East Village
19466277,60,Brooklyn, Bedford-Stuyvesant
19466900,225,Brooklyn, Williamsburg
19470210,250,Manhattan, Upper West Side
19470886,60,Brooklyn, Bedford-Stuyvesant
19471352,62,Brooklyn, Bedford-Stuyvesant
19472085,250,Manhattan, East Village
19472799,150,Brooklyn, Clinton Hill
19472906,180,Brooklyn, Fort Greene
19472944,265,Manhattan, Upper East Side
19476630,25,Brooklyn, East New York
19476873,256,Brooklyn, Bay Ridge
19477677,70,Manhattan, Harlem
19488192,80,Brooklyn, Williamsburg
19490059,389,Brooklyn, Bedford-Stuyvesant
19495570,135,Manhattan, Upper West Side
19499668,50,Manhattan, Washington Heights
19502013,99,Manhattan, Hell's Kitchen
19502079,99,Manhattan, Hell's Kitchen
19503971,82,Manhattan, East Harlem
19504570,65,Brooklyn, Bedford-Stuyvesant
19504985,225,Manhattan, SoHo
19505620,120,Brooklyn, Bedford-Stuyvesant
19506194,149,Manhattan, East Village
19507013,248,Queens, Rego Park
19508209,44,Brooklyn, Bushwick
19509586,150,Brooklyn, Bay Ridge
19517513,89,Brooklyn, Bedford-Stuyvesant
19520573,900,Queens, Forest Hills
19520991,275,Manhattan, Murray Hill
19521346,200,Brooklyn, Boerum Hill
19523180,100,Brooklyn, Bushwick
19523894,91,Staten Island, Great Kills
19524083,200,Manhattan, Upper West Side
19525455,275,Brooklyn, Bedford-Stuyvesant
19526601,50,Brooklyn, Sheepshead Bay
19527028,80,Brooklyn, Prospect Heights
19528326,110,Manhattan, Kips Bay
19528396,167,Brooklyn, Prospect-Lefferts Gardens
19529637,145,Manhattan, East Village
19530067,174,Brooklyn, Bedford-Stuyvesant
19530518,62,Bronx, Concourse Village
19530778,60,Queens, Flushing
19531390,139,Brooklyn, Greenpoint
19531601,43,Brooklyn, Crown Heights
19532027,54,Brooklyn, Crown Heights
19532789,95,Brooklyn, Bedford-Stuyvesant
19532805,80,Manhattan, Roosevelt Island
19532907,63,Brooklyn, Crown Heights
19533966,275,Queens, Woodside
19542512,70,Manhattan, Lower East Side
19544104,400,Manhattan, Midtown
19546202,175,Manhattan, Upper West Side
19547068,93,Queens, Long Island City
19547213,150,Queens, Rockaway Beach
19548503,499,Manhattan, Greenwich Village
19549547,175,Manhattan, West Village
19550419,129,Manhattan, Midtown
19550594,225,Brooklyn, Williamsburg
19553123,49,Queens, Rego Park
19554564,135,Brooklyn, Bushwick
19554598,220,Manhattan, Little Italy
19555750,60,Manhattan, Chinatown
19559780,50,Manhattan, East Harlem
19563669,140,Manhattan, Chelsea
19566229,54,Queens, Flushing
19566557,91,Brooklyn, Prospect-Lefferts Gardens
19567443,200,Brooklyn, South Slope
19567629,70,Manhattan, East Village
19568889,77,Manhattan, Harlem
19569481,250,Brooklyn, Williamsburg
19571350,106,Manhattan, Greenwich Village
19573709,150,Manhattan, West Village
19577620,94,Manhattan, Upper West Side
19582754,79,Manhattan, Upper East Side
19586399,34,Brooklyn, Bushwick
19588190,190,Manhattan, West Village
19588669,138,Queens, Flushing
19588726,75,Bronx, Fordham
19589726,110,Queens, Astoria
19590061,264,Brooklyn, Williamsburg
19590209,298,Queens, Flushing
19591107,150,Queens, Flushing
19591602,398,Queens, Flushing
19591709,155,Queens, East Elmhurst
19592223,120,Manhattan, West Village
19593631,160,Manhattan, Upper East Side
19596021,150,Queens, Jackson Heights
19602390,100,Brooklyn, Bedford-Stuyvesant
19602515,150,Manhattan, East Village
19604123,64,Brooklyn, Crown Heights
19606813,100,Brooklyn, Williamsburg
19608383,53,Brooklyn, Crown Heights
19610687,215,Brooklyn, Williamsburg
19611015,150,Brooklyn, Bushwick
19618958,325,Manhattan, Chinatown
19619177,100,Brooklyn, East New York
19619393,115,Brooklyn, Prospect-Lefferts Gardens
19620202,59,Brooklyn, Crown Heights
19621042,110,Brooklyn, Williamsburg
19621939,75,Manhattan, Harlem
19622976,90,Brooklyn, Sunset Park
19623614,150,Queens, Jamaica
19625202,100,Brooklyn, Bushwick
19625234,188,Queens, Flushing
19625292,43,Brooklyn, Greenpoint
19626464,110,Manhattan, Hell's Kitchen
19636727,40,Staten Island, Concord
19641775,169,Brooklyn, Bushwick
19642050,105,Queens, Forest Hills
19643201,163,Manhattan, Hell's Kitchen
19644363,225,Brooklyn, Gowanus
19650084,29,Brooklyn, Cypress Hills
19650166,55,Brooklyn, Crown Heights
19652739,130,Manhattan, Chelsea
19653554,350,Brooklyn, Sunset Park
19653866,53,Brooklyn, Crown Heights
19654970,130,Manhattan, Upper East Side
19659874,100,Bronx, Mott Haven
19660327,125,Manhattan, East Harlem
19660760,60,Queens, Arverne
19661733,39,Bronx, Morris Park
19662367,48,Brooklyn, Crown Heights
19662812,60,Queens, Fresh Meadows
19670458,51,Brooklyn, Crown Heights
19670481,54,Brooklyn, Crown Heights
19670499,52,Brooklyn, Crown Heights
19670522,62,Brooklyn, Crown Heights
19670534,63,Brooklyn, Crown Heights
19673076,175,Brooklyn, Carroll Gardens
19673318,142,Queens, Rockaway Beach
19674485,90,Brooklyn, Flatbush
19675738,125,Queens, Queens Village
19675743,105,Manhattan, Hell's Kitchen
19676100,100,Brooklyn, Bedford-Stuyvesant
19677749,80,Manhattan, Midtown
19686426,60,Brooklyn, Williamsburg
19691108,99,Brooklyn, Bedford-Stuyvesant
19691179,125,Manhattan, Lower East Side
19691525,34,Staten Island, Stapleton
19691853,100,Manhattan, Harlem
19691986,115,Manhattan, Harlem
19692421,170,Manhattan, Murray Hill
19692746,200,Manhattan, East Village
19694938,220,Manhattan, East Village
19694951,50,Brooklyn, Bedford-Stuyvesant
19695709,200,Brooklyn, Williamsburg
19696674,60,Brooklyn, Prospect Heights
19698772,135,Brooklyn, Carroll Gardens
19699596,150,Manhattan, East Harlem
19701037,140,Manhattan, West Village
19701913,102,Manhattan, Harlem
19702506,275,Manhattan, Hell's Kitchen
19703922,145,Manhattan, Upper East Side
19708955,700,Manhattan, Tribeca
19709666,65,Manhattan, Inwood
19710742,90,Brooklyn, Williamsburg
19710855,85,Brooklyn, Bedford-Stuyvesant
19713885,62,Queens, Jackson Heights
19714903,150,Manhattan, Chelsea
19715121,100,Brooklyn, East Flatbush
19716375,110,Queens, Rockaway Beach
19717723,100,Manhattan, East Village
19718634,58,Bronx, Claremont Village
19720055,45,Queens, Sunnyside
19720270,150,Manhattan, Harlem
19721535,140,Queens, Rockaway Beach
19721906,150,Manhattan, Upper East Side
19729892,70,Brooklyn, Williamsburg
19730968,67,Manhattan, East Harlem
19731225,290,Brooklyn, Park Slope
19731551,159,Manhattan, Upper West Side
19732045,77,Brooklyn, Bushwick
19734117,175,Manhattan, Upper East Side
19734492,85,Brooklyn, East Flatbush
19736798,60,Manhattan, Inwood
19737981,48,Queens, Flushing
19738695,200,Manhattan, Upper East Side
19743334,114,Brooklyn, Williamsburg
19743941,200,Brooklyn, Prospect-Lefferts Gardens
19744503,60,Queens, Richmond Hill
19747278,108,Queens, Rockaway Beach
19748676,130,Brooklyn, Clinton Hill
19750905,79,Manhattan, Midtown
19751205,146,Brooklyn, Williamsburg
19758402,85,Bronx, City Island
19760163,35,Bronx, Morris Park
19763298,46,Manhattan, Upper East Side
19763459,50,Brooklyn, Bushwick
19763657,65,Brooklyn, Williamsburg
19766312,48,Queens, Long Island City
19766791,45,Manhattan, Harlem
19767452,170,Brooklyn, Greenpoint
19768107,100,Manhattan, East Village
19768754,42,Brooklyn, Cypress Hills
19768762,139,Queens, Flushing
19769057,180,Brooklyn, Fort Greene
19769328,60,Queens, Richmond Hill
19769403,275,Manhattan, Chelsea
19769912,167,Brooklyn, Canarsie
19779217,95,Manhattan, East Village
19784119,100,Manhattan, Harlem
19786549,68,Brooklyn, Bedford-Stuyvesant
19786915,60,Queens, Rosedale
19787245,155,Manhattan, Upper East Side
19788577,35,Brooklyn, Bushwick
19789620,75,Bronx, Kingsbridge
19790344,200,Manhattan, Chelsea
19791460,350,Manhattan, East Village
19798405,170,Queens, Ditmars Steinway
19799021,180,Queens, Flushing
19799489,200,Brooklyn, Bedford-Stuyvesant
19801076,789,Brooklyn, Bedford-Stuyvesant
19801154,60,Brooklyn, Williamsburg
19801466,140,Queens, Middle Village
19802994,89,Queens, Flushing
19803017,150,Manhattan, East Village
19803042,127,Brooklyn, Crown Heights
19803208,110,Brooklyn, Bedford-Stuyvesant
19803462,123,Manhattan, Upper East Side
19803515,81,Manhattan, Nolita
19806105,305,Manhattan, East Village
19811196,76,Manhattan, East Harlem
19811581,43,Manhattan, East Harlem
19812097,50,Queens, Arverne
19814107,37,Queens, Corona
19815527,300,Manhattan, Nolita
19818960,135,Manhattan, Harlem
19819750,72,Manhattan, Upper East Side
19822964,190,Manhattan, Upper West Side
19823445,150,Brooklyn, Bedford-Stuyvesant
19825152,175,Brooklyn, Williamsburg
19827778,80,Manhattan, Washington Heights
19828183,120,Queens, Elmhurst
19828845,100,Brooklyn, Crown Heights
